,2073914588,1303264515,1020035670,3602325873,280202934,980223265,638377523,3804797180,4212873174,2909736256,2970245457,913455330,2345964788,2885704548,2468120219,984036145,1555459584,3271446681,1396104300,1815811163,447608207,3438267930,3489975583,1838841687,1200201946,3933622170,1112795154,2687257684,1523432205,444540997,1409705081,849374892,676339279,734804233,3429558157,114292469,2632081473,3740857175,3521912058,4031073942,1957240672,105379305,4111827752,1253541804,3604556986,1995594297,1764564418
2909736256,21,22,22,18,20,22,21,20,20,,19,20,20,22,21,19,21,20,22,19,24,23,20,22,19,21,20,21,22,23,20,20,22,23,22,23,21,17,20,21,24,20,23,22,23,21,22
2970245457,17,15,17,14,18,16,15,16,17,16,,17,17,16,15,16,16,16,17,17,18,18,16,18,16,16,16,15,16,17,15,16,15,17,17,16,17,14,17,17,18,17,15,18,17,15,14
913455330,16,15,17,14,18,16,18,15,16,15,15,,16,17,16,16,18,16,17,17,17,17,19,17,15,15,16,16,17,19,18,18,18,15,20,18,18,14,17,16,18,16,16,18,16,15,14
2345964788,17,14,17,13,16,15,16,15,15,15,15,17,,15,15,15,17,14,16,15,17,16,15,17,14,15,16,14,16,16,16,16,16,15,17,16,17,13,16,15,18,16,14,17,16,15,14
2885704548,19,18,20,15,19,18,18,15,16,17,15,19,16,,19,18,19,16,18,19,19,17,18,19,16,17,18,16,18,20,19,20,19,18,20,18,19,15,18,18,19,17,18,20,20,17,15
2468120219,12,13,12,10,11,12,13,10,10,11,10,12,11,13,,11,12,11,11,11,13,11,13,13,10,12,12,10,12,14,13,13,14,12,14,13,12,11,12,11,13,11,11,13,13,11,9
984036145,19,18,23,17,21,19,21,17,19,18,18,21,19,22,20,,21,20,20,21,23,21,21,23,19,21,20,19,23,21,22,22,22,21,23,21,23,17,21,20,22,22,17,22,21,19,16
1555459584,19,19,20,17,19,19,21,16,20,18,16,21,18,20,19,18,,17,19,19,21,19,19,21,17,18,18,18,19,23,20,20,22,19,21,20,21,16,21,19,21,17,17,20,19,17,14
3271446681,14,14,17,13,16,14,17,14,14,14,13,16,14,14,14,15,15,,14,14,17,16,16,17,14,15,16,15,17,16,16,15,16,16,18,17,16,12,15,15,17,14,14,15,14,13,12
1396104300,26,26,29,22,27,28,26,24,24,26,25,28,25,27,25,26,27,24,,25,29,30,27,28,24,27,25,25,28,28,26,28,28,27,31,28,28,22,27,26,30,25,24,29,27,25,21
1815811163,15,14,16,14,18,15,14,15,14,13,14,17,14,17,15,16,16,14,15,,15,15,16,15,13,13,15,16,15,17,15,16,15,14,17,14,16,13,15,15,16,15,15,16,16,14,13
447608207,19,18,21,15,18,18,20,15,17,18,17,19,17,19,19,19,19,18,19,16,,19,19,22,17,21,19,16,21,20,20,20,23,20,21,20,21,15,19,18,22,18,15,20,19,15,14
3438267930,25,24,27,21,25,26,26,23,23,25,23,25,24,24,23,24,24,24,28,24,27,,26,28,22,26,25,24,27,25,25,26,26,26,28,28,27,22,25,24,27,24,22,27,24,22,21
3489975583,14,14,16,11,16,15,16,14,14,13,13,17,13,15,15,15,15,14,15,14,16,15,,16,13,14,16,14,16,17,16,16,15,15,19,16,17,13,14,15,16,16,14,16,16,13,12
1838841687,17,17,20,15,18,18,19,15,17,16,16,18,17,18,18,18,19,17,17,16,21,18,17,,17,19,18,16,19,20,18,20,21,19,20,20,19,15,18,17,20,18,15,19,17,15,14
1200201946,16,13,16,13,15,14,16,13,14,13,14,15,14,15,14,14,15,14,14,13,16,15,15,17,,15,15,14,15,16,15,15,15,18,16,15,16,12,15,15,18,16,12,15,15,13,11
3933622170,21,24,25,19,22,23,24,18,20,21,20,22,20,22,24,23,22,21,23,19,27,24,23,26,21,,24,23,27,23,25,26,25,25,26,25,25,21,24,22,26,23,18,24,22,19,16
1112795154,15,14,16,12,15,14,16,13,13,13,13,15,13,15,14,14,14,14,14,14,16,15,15,16,14,15,,14,16,15,16,15,16,15,17,16,16,12,14,14,17,15,12,15,15,13,11
2687257684,16,18,19,16,21,18,19,18,17,17,16,19,16,17,16,18,18,18,18,19,18,18,19,19,17,19,19,,20,18,18,19,17,19,22,19,20,14,18,18,21,19,17,19,17,16,15
1523432205,15,14,17,12,15,15,17,12,14,13,12,14,13,14,13,15,14,14,14,13,16,15,14,16,13,16,15,15,,15,15,16,16,14,18,15,15,12,14,14,16,14,12,15,14,13,10
444540997,13,13,13,11,13,14,14,11,12,12,11,14,12,13,14,12,15,12,12,13,14,12,14,15,12,12,12,11,13,,13,14,15,12,15,14,14,11,13,12,14,12,12,14,13,11,9
1409705081,12,12,13,10,12,13,14,10,11,11,10,14,11,13,14,13,14,12,12,12,14,12,14,14,11,14,13,11,13,14,,15,15,13,16,14,14,12,13,12,14,12,11,14,12,11,9
849374892,15,15,17,12,16,16,16,12,15,13,12,17,14,17,16,15,16,14,15,15,17,15,16,17,14,17,16,14,18,17,18,,17,15,18,16,17,13,15,15,17,15,13,17,15,14,11
676339279,20,20,19,14,16,19,21,14,17,17,14,19,17,19,20,18,21,17,18,16,23,18,18,22,16,19,20,16,21,23,21,20,,18,23,21,22,16,19,17,24,17,15,20,19,16,13
734804233,18,17,20,15,18,17,20,16,18,18,17,17,16,19,18,18,18,19,18,16,21,19,19,20,20,19,19,18,19,18,19,19,18,,21,19,20,16,18,18,22,18,15,18,19,15,14
3429558157,16,16,18,13,16,16,19,15,15,14,13,17,15,16,16,15,16,16,16,16,17,16,19,17,14,16,17,16,19,18,18,17,18,16,,18,18,14,16,15,19,15,15,19,17,15,13
114292469,15,15,17,13,16,16,18,13,13,15,12,16,14,15,16,14,16,15,15,13,17,17,16,18,13,16,16,14,16,17,17,16,17,15,19,,16,13,16,14,17,14,14,16,15,13,12
2632081473,18,17,19,14,18,18,19,16,16,16,16,19,17,18,18,19,19,17,18,18,20,18,19,20,16,18,19,18,19,19,19,19,21,19,22,19,,16,18,17,21,18,15,20,18,16,14
3740857175,11,12,12,9,11,12,12,10,11,10,10,12,11,12,13,11,12,11,12,11,12,12,13,13,10,13,12,10,12,13,13,13,13,13,14,13,13,,11,12,13,11,10,13,11,10,9
3521912058,25,23,26,22,25,23,26,20,24,21,22,25,22,24,23,23,27,23,24,23,26,25,23,26,22,25,24,22,25,26,25,25,25,24,26,25,25,19,,24,26,23,23,25,24,22,18
4031073942,25,23,27,20,25,26,25,22,26,24,24,26,23,28,24,26,27,25,26,26,27,26,27,28,24,25,25,25,27,28,26,28,26,27,28,26,27,22,26,,27,25,25,29,26,23,20
1957240672,17,16,18,13,17,15,18,15,15,16,15,17,16,16,16,16,17,16,16,15,19,17,16,18,16,17,17,16,18,18,17,17,20,18,20,18,19,13,16,15,,17,14,18,16,14,13
105379305,18,18,23,17,21,19,20,17,19,18,19,19,18,20,18,20,19,18,19,19,21,19,22,22,19,20,21,19,21,20,19,21,20,20,22,20,21,15,19,19,23,,17,21,21,17,16
4111827752,21,21,21,18,22,21,21,21,20,24,19,23,20,23,21,19,22,20,21,22,20,21,22,21,18,19,20,21,21,23,20,20,21,19,24,22,21,17,22,22,22,19,,22,22,22,23
1253541804,20,19,20,15,19,20,19,17,17,18,18,20,19,22,20,19,20,18,21,19,21,20,21,21,18,20,20,19,20,21,21,21,22,19,24,21,22,17,20,20,23,19,18,,20,17,14
3604556986,18,18,20,15,18,18,19,16,16,18,16,18,17,20,19,18,19,16,18,18,19,18,20,19,16,17,18,16,19,19,18,18,19,18,21,18,19,15,18,17,20,19,17,19,,18,16
1995594297,24,25,29,22,25,24,26,23,23,26,22,26,24,26,25,24,26,24,26,25,25,25,25,26,22,24,25,23,26,27,25,26,26,24,28,25,26,20,25,24,26,24,26,25,27,,25
1764564418,14,15,16,12,16,14,14,17,14,18,14,16,15,15,14,14,14,14,14,15,14,16,16,15,13,12,14,14,14,14,13,14,13,14,17,15,15,12,14,14,16,15,18,14,17,16,,
