386224595,29,23,24,14,15,20,15,64,22,16,22,16,18,11,20,20,22,26,24,27,19,,27,25,26,17,15,18,18,21,22,18,41,15,13,17,21,22,16,22,129,22,46,23,20,26
3060968781,72,90,126,65,71,51,42,135,133,59,93,60,73,86,65,57,56,81,67,62,93,72,,83,91,60,106,54,65,74,103,61,131,42,55,81,162,92,47,80,62,104,101,97,93,136
2708292385,113,83,49,22,28,43,33,358,38,32,31,52,44,26,33,39,85,48,77,82,46,32,40,,92,34,43,32,30,33,37,60,178,38,42,40,42,38,34,41,46,38,238,47,40,59
2901962571,190,108,133,34,36,57,60,505,63,51,42,37,53,36,41,58,104,59,87,130,112,45,59,124,,62,47,48,42,45,58,61,240,33,39,50,67,63,38,45,65,46,308,79,62,63
655367869,87,60,75,27,46,286,573,187,50,33,39,29,195,35,33,53,53,244,49,79,61,41,54,64,86,,38,37,184,317,46,48,109,139,34,37,157,46,39,38,42,42,121,48,50,60
1703250608,72,59,59,29,71,45,34,163,58,32,41,70,54,103,38,39,55,51,44,54,51,34,88,74,60,35,,45,34,42,42,80,115,50,40,50,57,42,51,61,37,44,111,47,54,74
1411109438,36,25,23,11,14,23,19,69,20,15,16,19,21,12,21,20,24,17,16,26,21,15,17,22,23,13,17,,19,16,20,22,43,18,13,19,24,19,14,22,16,20,50,20,19,19
1525484450,34,30,31,14,20,78,135,69,28,18,24,21,59,14,23,24,27,69,20,31,25,21,28,27,28,90,18,25,,82,26,23,48,46,17,23,46,28,17,26,21,24,52,26,26,28
280302851,26,26,24,15,20,106,211,58,27,15,22,18,74,13,22,19,21,114,19,24,20,20,28,25,26,133,19,19,70,,27,19,42,52,15,23,63,24,14,19,19,25,42,24,22,30
498641206,44,39,44,21,21,30,28,95,46,24,33,24,32,18,34,28,33,36,30,39,35,28,51,38,44,25,25,31,30,35,,26,64,28,22,29,39,36,19,30,28,35,68,40,34,45
3825914663,36,29,19,9,16,23,15,85,16,13,12,30,24,19,16,19,28,19,21,32,18,13,17,35,27,15,27,19,15,14,15,,51,24,20,20,21,17,20,20,15,15,56,17,17,26
915864418,384,245,69,33,54,79,73,1325,60,60,39,53,81,40,34,67,260,68,94,195,79,48,58,164,164,54,61,59,49,49,58,80,,41,37,56,59,61,45,54,104,59,881,97,71,82
275060562,30,26,25,10,16,63,357,41,362,16,18,39,168,13,20,20,23,253,15,27,21,16,17,33,21,65,25,24,44,58,24,35,38,,23,23,157,20,25,24,16,18,30,18,18,30
2372024942,39,47,30,19,22,32,22,81,28,24,23,46,32,20,31,29,34,33,26,44,26,22,35,55,38,24,31,25,25,26,28,44,54,36,,41,31,29,25,32,21,35,56,28,30,51
2452919141,42,50,40,19,21,30,20,80,31,20,27,38,32,15,24,26,32,35,24,33,32,21,38,40,36,19,28,28,25,30,28,33,60,27,31,,33,29,20,29,21,42,64,29,29,38
1315253056,106,66,92,54,38,119,485,140,407,45,59,60,226,43,48,55,50,293,71,58,79,45,131,69,83,141,55,61,85,135,64,59,107,301,39,56,,57,32,45,42,63,91,58,59,91
976237130,38,32,35,17,16,25,20,82,35,20,25,18,23,15,21,22,27,26,22,32,29,21,35,30,37,19,19,22,24,24,28,23,52,18,17,23,27,,16,24,22,25,58,29,26,33
1659881813,41,32,24,12,24,31,22,96,24,18,19,33,30,23,21,29,34,39,28,38,21,24,26,41,33,24,34,24,22,21,21,40,58,34,23,24,23,23,,28,24,24,64,23,25,35
3991447424,34,31,26,14,24,25,19,74,28,19,24,26,22,22,26,23,28,25,24,33,22,22,32,34,27,16,29,27,23,20,24,28,48,23,20,24,22,25,19,,22,26,54,26,25,29
858760821,77,57,33,17,25,31,27,249,31,25,26,22,28,19,24,30,61,35,40,50,32,180,33,51,53,25,23,27,26,27,30,29,126,20,18,23,28,32,23,30,,30,171,39,31,35
1518665259,39,42,33,19,21,24,18,90,33,22,29,26,27,15,23,27,29,32,28,30,26,25,46,34,31,20,23,27,24,29,31,24,58,19,24,39,34,28,19,29,25,,67,29,29,38
683467122,846,517,88,45,105,131,126,3015,93,112,45,62,121,71,45,124,569,108,193,401,127,78,67,324,312,89,87,103,78,73,91,130,1305,47,58,88,74,101,74,91,209,102,,179,124,113
26787589,76,59,48,23,26,34,29,214,43,30,34,26,34,23,34,32,55,37,39,54,42,32,53,53,66,29,30,33,32,34,44,32,118,23,24,33,39,42,22,35,39,36,148,,40,49
3337860836,73,62,56,29,32,42,34,172,53,33,54,32,40,29,33,41,50,40,50,58,48,35,60,54,61,36,42,38,38,37,44,39,104,28,30,40,47,44,28,41,38,43,121,48,,61
3590710820,58,62,52,40,27,41,31,142,52,37,51,50,54,30,42,42,50,51,45,58,44,39,77,69,54,38,50,34,37,45,52,51,104,41,45,45,63,50,34,41,37,49,96,50,53,,
