,1091469147,2580799145,554107538,765399479,3488958014,3867340014,2033496620,2492187213,3982105842,4004592883,3937464902,2555249116,386631495,3240907950,3715586638,3972215254,2194774824,610788057,3850355773,807193549,1292108113,16000877,2917485394,35948783,4155036867,2693574631,3032590890,3082449657,4157856404,3057176715,1917496868,3201664253,4092212159,2135483315,3943478019,2863119743,2180320626,2029132200,1110769878,1238918475,587989424,1603578594,2260258047,732288133,3456371493,1969017220,1787981019,1450785920,3050340390
386631495,46,55,43,44,43,33,46,37,28,38,31,41,,45,50,49,36,46,44,49,45,40,40,40,40,32,40,29,51,4,48,38,35,38,47,48,38,55,37,30,32,47,55,34,38,40,43,44,38
3240907950,34,35,27,30,29,21,29,24,19,26,23,26,29,,32,30,24,32,29,31,28,29,26,26,26,19,25,20,37,3,29,21,24,26,32,30,24,37,23,19,23,33,37,20,27,25,29,26,26
3715586638,41,42,36,39,35,26,48,31,23,32,23,37,35,34,,40,30,35,36,32,45,39,33,35,32,27,34,30,43,3,39,31,28,28,35,50,28,53,30,21,38,37,51,26,31,32,35,33,28
3972215254,45,53,43,45,42,31,49,38,28,37,29,39,44,42,52,,35,45,43,44,44,45,39,40,39,31,40,29,55,4,44,38,33,37,44,51,37,58,37,29,33,43,55,33,37,37,42,39,37
2194774824,21,24,21,21,21,17,24,17,16,18,19,19,20,21,24,22,,22,22,20,24,20,20,20,20,18,19,18,23,2,21,18,19,18,20,26,17,27,18,15,18,21,26,17,19,20,22,20,18
610788057,33,35,40,30,38,23,31,31,21,34,21,26,29,31,32,32,25,,31,32,30,31,40,31,38,23,31,21,42,3,27,24,25,35,34,33,28,37,27,21,20,30,34,34,36,26,30,27,32
3850355773,27,27,25,25,25,33,26,20,17,22,18,22,23,24,27,25,20,26,,24,25,24,23,24,23,30,26,26,32,2,22,21,20,21,24,26,20,32,21,17,18,24,31,19,22,23,35,21,21
807193549,33,40,31,34,30,24,32,29,21,27,23,27,35,34,33,35,25,35,33,,30,32,29,28,29,24,28,20,41,3,31,26,26,29,35,32,28,38,26,22,23,33,37,25,28,26,31,28,29
1292108113,26,24,23,24,21,16,31,19,14,22,14,22,21,21,31,23,20,22,22,20,,25,22,20,21,20,21,19,25,1,23,18,18,19,21,33,17,33,19,14,26,22,31,16,19,20,21,21,18
16000877,33,31,28,31,26,20,34,27,22,26,19,26,25,28,35,31,22,31,28,28,33,,25,25,25,21,25,23,38,3,25,23,23,24,28,36,27,40,24,19,26,28,35,20,25,23,26,23,24
2917485394,23,24,32,21,30,17,24,20,18,28,15,20,21,21,25,23,19,33,23,22,24,21,,24,30,19,21,15,29,2,20,19,18,24,22,24,19,27,18,15,16,21,26,27,28,20,24,20,20
35948783,33,36,35,31,34,24,34,27,23,30,22,30,30,31,37,33,27,37,34,29,31,30,35,,32,24,30,23,39,3,31,27,26,28,30,34,26,39,27,23,23,31,38,28,31,29,32,29,27
4155036867,30,30,36,29,36,22,29,25,22,32,19,25,26,27,30,28,24,40,29,26,29,27,37,28,,23,26,21,37,3,25,23,23,28,30,30,23,35,23,20,23,26,32,31,33,25,28,25,24
2693574631,17,17,17,17,16,23,19,14,14,15,12,15,16,15,19,17,15,18,28,16,20,17,17,15,17,,19,21,17,2,15,14,14,14,17,19,14,20,14,13,17,14,19,14,14,15,26,14,14
3032590890,37,43,35,34,35,31,39,33,25,30,23,32,34,33,41,37,29,41,42,33,37,35,34,34,33,32,,30,40,5,35,29,28,32,36,38,33,43,32,23,25,34,43,27,30,32,39,32,34
3082449657,19,16,15,18,15,19,20,14,14,16,14,17,15,16,22,16,16,16,25,15,21,19,14,15,16,21,18,,19,2,16,15,14,13,16,21,13,25,15,12,22,16,22,13,16,15,21,14,14
4157856404,60,59,56,57,56,39,55,50,34,52,36,44,48,55,58,58,39,62,57,55,49,57,52,50,54,34,44,36,,3,41,42,40,48,54,55,45,71,45,38,37,49,62,42,50,42,50,40,45
3057176715,3,4,4,3,3,3,4,4,4,5,5,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,5,5,3,,4,3,5,4,3,3,4,3,4,4,4,5,3,4,6,4,3,4,4
1917496868,34,43,31,33,32,24,37,27,21,27,21,33,36,34,43,37,29,32,31,34,36,30,28,31,29,24,31,24,33,3,,29,26,26,35,40,27,43,27,20,29,38,46,25,28,30,31,35,27
3201664253,30,34,30,31,31,23,31,25,23,28,21,29,30,27,35,34,26,30,32,29,31,30,28,29,28,23,28,24,36,3,31,,24,25,28,33,27,39,26,23,24,29,37,25,26,26,30,28,24
4092212159,27,31,26,25,26,20,27,21,17,22,22,22,25,27,28,26,24,28,27,26,26,26,24,24,25,20,23,19,30,4,24,21,,23,27,30,21,33,22,18,21,28,33,20,23,25,26,25,23
2135483315,26,32,32,26,29,20,26,25,18,27,21,22,25,27,27,27,22,37,26,27,26,25,31,25,29,19,25,18,34,3,23,21,22,,26,27,24,32,25,18,17,25,31,26,28,22,26,22,26
3943478019,39,40,33,33,33,25,35,28,21,30,24,30,34,36,36,35,26,39,33,36,33,32,30,29,33,25,31,23,41,3,34,25,27,29,,36,26,43,26,22,26,35,40,24,30,30,33,30,32
2863119743,30,31,28,29,27,20,40,23,15,23,16,26,26,25,39,30,24,28,26,25,37,31,24,24,25,21,24,23,31,2,28,22,23,22,27,,20,41,22,17,30,28,38,19,22,25,26,26,22
2180320626,31,38,31,32,29,24,29,31,30,27,20,29,32,31,33,34,25,37,32,33,30,37,29,29,29,24,33,22,40,4,29,28,25,30,30,31,,36,31,25,19,29,35,26,25,26,30,27,30
2029132200,34,35,29,32,29,23,39,26,18,27,21,29,29,30,40,34,25,31,32,29,37,34,26,27,28,21,27,26,40,1,30,25,25,25,31,40,23,,25,18,31,31,43,21,26,27,29,27,25
1110769878,35,41,35,36,33,27,38,32,23,30,25,32,34,34,40,38,30,40,37,35,37,36,32,33,33,26,36,27,45,4,33,30,29,34,34,39,34,45,,26,27,34,42,28,30,30,33,30,33
1238918475,34,35,34,32,29,27,29,29,24,30,22,30,31,31,32,33,28,35,34,33,31,32,30,31,32,27,28,25,42,5,27,29,26,29,31,32,31,36,29,,22,27,32,26,29,27,33,28,28
587989424,25,20,18,23,18,14,29,16,14,19,15,19,17,20,30,20,18,17,19,17,30,23,17,16,19,19,16,23,21,2,21,16,16,14,20,30,12,32,16,12,,20,28,14,18,18,18,17,15
1603578594,37,43,33,33,35,25,37,27,20,30,25,31,35,39,40,36,29,36,35,35,36,33,30,31,30,22,31,24,39,4,38,27,30,29,37,40,27,45,28,20,27,,46,24,31,32,33,35,29
2260258047,35,38,30,32,32,23,40,25,19,27,23,30,31,32,41,35,26,31,33,30,37,31,28,29,28,22,29,24,37,2,34,26,26,26,31,40,24,46,26,18,29,34,,22,26,29,31,30,26
732288133,20,23,30,23,29,17,22,21,21,26,16,20,21,20,23,23,19,33,23,22,22,20,32,23,30,18,20,16,28,3,21,20,18,24,21,22,20,25,19,16,16,20,25,,27,19,21,20,19
3456371493,27,26,31,23,31,19,25,20,18,30,19,21,22,25,26,24,19,33,24,23,23,23,31,24,29,17,21,18,31,4,22,19,19,24,24,24,18,29,19,17,19,24,27,26,,22,24,22,21
1969017220,26,29,25,23,26,20,27,18,16,22,19,21,24,24,28,25,22,25,26,22,26,22,23,23,23,19,23,18,27,3,24,20,21,20,25,28,19,31,20,16,20,25,31,19,22,,25,23,21
1787981019,29,32,28,26,28,33,29,22,19,25,19,24,26,27,31,29,24,29,40,27,28,26,28,26,26,32,28,25,33,2,25,23,23,24,28,29,22,34,22,19,20,27,33,21,25,25,,24,24
1450785920,34,40,33,31,35,25,36,26,20,30,23,31,36,33,39,35,29,35,32,32,36,30,31,31,31,24,31,23,34,4,38,29,29,27,34,39,26,42,27,22,26,38,43,26,31,32,32,,28
3050340390,32,36,30,29,29,23,30,28,19,26,21,26,29,30,31,31,24,38,30,31,29,30,28,28,28,22,31,21,36,3,27,23,25,29,33,31,27,36,27,20,21,30,35,23,27,26,30,26,,
